row_id,county_code,year,state,population,renter_occupied_households,pct_renter_occupied,median_gross_rent,median_household_income,median_property_value,rent_burden,pct_white,pct_af_am,pct_hispanic,pct_am_ind,pct_asian,pct_nh_pi,pct_multiple,pct_other,poverty_rate,rucc,urban_influence,economic_typology,pct_civilian_labor,pct_unemployment,pct_uninsured_adults,pct_uninsured_children,pct_adult_obesity,pct_adult_smoking,pct_diabetes,pct_low_birthweight,pct_excessive_drinking,pct_physical_inactivity,air_pollution_particulate_matter_value,homicides_per_100k,motor_vehicle_crash_deaths_per_100k,heart_disease_mortality_per_100k,pop_per_dentist,pop_per_primary_care_physician,pct_female,pct_below_18_years_of_age,pct_aged_65_years_and_older,pct_adults_less_than_a_high_school_diploma,pct_adults_with_high_school_diploma,pct_adults_with_some_college,pct_adults_bachelors_or_higher,birth_rate_per_1k,death_rate_per_1k,evictions
1820,d336c5f,b,2af7250,16621,1668,23.021,543,40840,66425,25.544,0.723834451,0.202501424,0.057041248,0.003076831,0.001098868,0,0.011248414,0.001198765,10.661,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Mining-dependent,0.382,0.077,0.155,0.035,0.309,,0.096,0.07,,0.285,14.15322905,,17.69,289,9529,2789,0.436,0.191,0.159,0.227,0.346,0.333,0.094,10.73785243,10.73785243,11
1821,a319a45,a,f2c60ec,8699,749,23.028,538,50475,105093,21.251,0.959640095,0.009584855,0.014213057,0,0,0,0.015576634,0.000985359,14.202,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.44,0.05,0.173,0.052,0.337,0.2,0.117,0.07,,0.296,13.89415311,,29.99,299,1730,,0.482,0.25,0.16,0.118881119,0.46953047,0.300699301,0.110889111,15.60348784,9.293253786,7
1822,bf2cee7,b,f2c60ec,6474,1107,40.074,478,28358,60984,32.749,0.717505388,0.24590949,0.014576183,0.001087477,0.001386783,0,0.01953468,0,22.657,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.358,0.083,0.216,0.057,0.362,0.3,0.128,0.11,,0.357,13.823982,,29.83,404,6970,1349,0.505,0.208,0.184,0.246231156,0.346733668,0.275376884,0.131658291,12.65622528,15.34567315,15
1823,167b0cd,a,a8981de,4841,723,39.401,513,30524,61436,31.526,0.275808783,0.713792932,0.006490205,0,0.003509297,0,0,0.000398784,22.947,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.381,0.096,0.263,0.07,0.415,,0.164,0.13,,0.363,12.31019842,,44.92,354,,2390,0.541,0.251,0.154,0.226358149,0.304828974,0.26861167,0.200201207,12.5813449,8.676789588,0
1824,f943be1,a,37520b7,17350,1176,14.618,712,47388,149420,27.68,0.943396976,0.003246657,0.020889802,0.011864693,0.002670797,0,0.017434645,0.000496431,6.312,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Recreation,0.493,0.068,0.202,0.063,0.306,0.12,0.11,0.071,0.14,0.181,11.37662807,,15.2,237,2899,2909,0.499,0.193,0.234,0.087087087,0.34034034,0.33033033,0.242242242,8.298280253,12.30434658,4
1825,ed3c127,b,a972798,167389,15845,22.822,861,63925,166802,28.422,0.844639963,0.031659905,0.092754965,0.00222475,0.014304841,0.000704672,0.013006231,0.000704672,9.004,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.506,0.062,0.163,0.065,0.292,0.216,0.1,0.071,0.189,0.28,13.35080976,1.14,13.58,242,2029,1739,0.512,0.232,0.133,0.08159204,0.353233831,0.303482587,0.261691542,10.88987924,8.152434349,403
1826,71f66ab,b,f723d72,20738,2006,22.859,588,54429,157993,23.653,0.952299726,0.00967934,0.021024052,0.0019177,0.012434773,0,0.002644408,0,6.102,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Nonspecialized,0.58,0.043,0.117,0.045,0.262,0.108,0.079,0.06,0.21,0.225,11.90562828,,9.87,206,1789,1610,0.502,0.198,0.172,0.058941059,0.34965035,0.312687313,0.278721279,8.319307526,8.704015388,10
1827,55e9297,a,533155c,5638,604,22.33,646,47852,72667,21.43,0.898963988,0.024130526,0.049245362,0.004066496,0.003569369,0.003201495,0.016822764,0,5.082,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Nonspecialized,0.532,0.025,0.155,0.067,0.352,0.212,0.102,0.099,,0.268,12.48819515,,,265,1870,1869,0.447,0.193,0.193,0.137412237,0.345035105,0.342026078,0.17552658,9.386281588,10.28880866,1
1828,49cc6b1,a,2af7250,15058,1541,23.027,601,48630,95830,27.186,0.938582646,0.011290177,0.033257261,0.000904823,0.004252667,0.000201072,0.01141082,0.000100536,9.533,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.546,0.054,0.16,0.04,0.308,,0.123,0.091,,0.258,12.07203172,,26.71,268,3719,3750,0.502,0.197,0.229,0.095477387,0.433165829,0.309547739,0.161809045,9.6552662,11.9670905,2
1829,c1e250d,b,7991172,36608,3598,25.732,878,59687,237014,28.773,0.933484656,0.008379413,0.020538562,0.00342976,0.018628696,0.001009929,0.013629046,0.000899937,6.471,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.571,0.038,0.103,0.03,0.229,0.144,0.072,0.06,0.192,0.19,10.88327195,,11.65,206,2470,909,0.504,0.191,0.155,0.078606965,0.32039801,0.246766169,0.354228856,8.418830026,8.500040605,0
1830,48f3a53,b,f1f4f42,43225,6665,31.649,565,40568,106884,31.162,0.923945371,0.041498811,0.010245392,0.000994698,0.008444988,0,0.013776571,0.001094168,10.114,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.483,0.056,0.191,0.041,0.275,0.253,0.121,0.089,0.121,0.294,13.82574881,,6.38,282,1219,629,0.523,0.192,0.191,0.090361446,0.34437751,0.269076305,0.296184739,10.36460373,12.75997881,260
1831,d466f2f,b,f02e4c4,57570,5260,21.563,655,52365,166288,28.421,0.936872023,0.011688884,0.029992795,0.003312518,0.006064609,0.000100076,0.011668868,0.000300228,6.151,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Recreation,0.533,0.045,0.118,0.071,0.284,0.171,0.088,0.06,0.195,0.236,12.58585716,,14.9,218,1820,1730,0.493,0.213,0.218,0.086739781,0.305084746,0.361914257,0.246261216,11.64223128,11.86778867,22
1832,a29e573,b,930f257,927,82,15.357,843,63888,108695,20.816,0.955152653,0,0.027755037,0.001098221,0.005361315,0,0.010632775,0,0,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Nonspecialized,0.485,0.036,0.215,0.155,0.286,,0.103,,,0.275,10.07553172,,,325,,,0.514,0.244,0.198,0.034136546,0.303212851,0.346385542,0.31626506,10.85187195,13.02224634,0
1833,d313805,b,3c7c507,15600,1539,22.372,653,42368,143582,28.251,0.948028994,0.004438487,0.015946778,0.014189256,0.005342071,9.93E-05,0.010972098,0.000983021,8.851,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Recreation,0.51,0.062,0.145,0.059,0.308,0.232,0.102,0.07,0.261,0.211,11.22993442,,24.84,276,3199,990,0.501,0.201,0.223,0.085085085,0.388388388,0.319319319,0.207207207,10.00764916,12.74859765,4
1834,ce67c9b,b,a8981de,23114,2012,26.378,593,33452,75967,28.067,0.481944569,0.411911687,0.042177646,0.058259123,0.00218884,0,0.003518135,0,20.371,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.336,0.071,0.317,0.12,0.357,0.265,0.155,0.13,0.115,0.384,12.63176927,11.26,30.87,379,6259,7850,0.488,0.3,0.137,0.244023904,0.352589641,0.284860558,0.118525896,13.33505399,11.27027143,5
1835,5d0299b,b,2af7250,16434,1588,19.62,551,44992,78212,28.435,0.966950576,0.006517914,0.005838132,0.001199616,0.007177703,0,0.012316059,0,11.554,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.467,0.065,0.172,0.039,0.287,,0.103,0.069,,0.294,13.64707771,,17.79,303,4160,2369,0.509,0.222,0.197,0.134730539,0.341317365,0.387225549,0.136726547,13.03560652,14.72540736,11
1836,f398879,a,26926ff,9742,968,23.517,653,44549,89188,22.118,0.731802726,0.018345219,0.139459774,0.069599494,0.007261858,0,0.033530928,0,9.479,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.615,0.035,0.277,0.133,0.323,0.324,0.124,0.09,0.212,0.331,10.01565473,,28.03,327,9740,2380,0.508,0.252,0.182,0.15879397,0.424120603,0.274371859,0.142713568,11.24054772,12.2624157,17
1837,a819763,a,92a2585,445,66,41.1,682,39375,100490,32.369,0.988798504,0,0,0,0,0,0.00670682,0.004494676,0.921,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.49,0.049,0.228,0.132,0.29,,0.091,,0.283,0.296,13.15719347,,,189,,,0.51,0.284,0.208,0.033932136,0.239520958,0.398203593,0.328343313,8.781558727,10.97694841,0
1838,50421a1,b,d725a95,90059,10568,28.947,608,39359,114062,29.463,0.823182455,0.058351692,0.057680753,0.004396155,0.036260765,0,0.017834969,0.00229321,14.725,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.445,0.062,0.256,0.071,0.289,0.242,0.129,0.079,0.074,0.301,12.66546148,5.7,17.36,276,2530,1710,0.5,0.217,0.174,0.20741483,0.299599198,0.320641283,0.172344689,9.586747137,11.16018746,366
1839,da6f57f,b,dc52510,21241,2551,26.203,627,37973,70586,32.97,0.677512899,0.294048238,0.020819167,0.00049998,0.002729891,0,0.004389824,0,16.54,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.426,0.078,0.283,0.096,0.317,0.258,0.123,0.131,,0.27,12.0679471,8.54,16.75,305,5470,4380,0.517,0.241,0.156,0.255234297,0.409770688,0.241276171,0.093718843,13.01353598,11.1137497,19
1840,62111,b,720fc77,22768,2099,22.984,632,36180,82936,26.132,0.720891784,0.214849699,0.036973948,0.01003006,0.003096192,0.001202405,0.011442886,0.001513026,10.361,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.412,0.069,0.244,0.096,0.359,0.289,0.13,0.1,0.138,0.314,11.97226083,8.3,25.23,306,2389,2829,0.441,0.191,0.168,0.236526946,0.394211577,0.280439122,0.088822355,10.54875503,9.845504692,25
1841,8e6311f,b,408e6ed,12308,1722,32.765,582,40178,86860,31.324,0.611698344,0.00440842,0.36331393,0.003396487,0.004398401,0,0.012784418,0,14.482,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Nonspecialized,0.481,0.047,0.277,0.128,0.253,0.19,0.073,0.091,0.113,0.252,13.45814619,,24.24,230,2119,2499,0.505,0.269,0.149,0.186,0.275,0.404,0.135,11.83918441,8.468305517,3
1842,6.98E+10,b,930f257,7206,625,29.72,432,37292,70116,28.329,0.152047544,0.009124654,0.833735205,0,0,0,0.005092597,0,13.584,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Mining-dependent,0.607,0.031,0.353,0.131,0.291,,0.086,0.099,,0.267,8.365109917,,25.86,329,2890,,0.408,0.224,0.13,0.385,0.328,0.137,0.15,13.82735938,7.920526245,0
1843,df0d2c7,b,f723d72,20693,2279,25.396,541,50558,113775,27.881,0.95700563,0.015417835,0.021128892,0.000706314,0.000817307,0.000302706,0.004621315,0,7.457,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Nonspecialized,0.546,0.032,0.115,0.038,0.316,0.214,0.081,0.05,0.203,0.267,10.60463837,,17.82,223,1749,1150,0.511,0.244,0.189,0.076693227,0.407370518,0.314741036,0.201195219,13.22185495,12.44409878,12
1844,c4bf395,b,ea48b30,1884,326,39.007,741,44292,117528,26.051,0.901357855,0.009566027,0.077839039,0.011237079,0,0,0,0,2.117,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Nonspecialized,0.43,0.081,0.204,0.109,0.273,,0.102,,,0.2,9.540424091,,,189,,,0.484,0.185,0.22,0.086913087,0.390609391,0.360639361,0.161838162,9.287925697,7.73993808,0
1845,e161611,a,8af7339,990,144,29.642,664,38552,106225,24.369,0.986889177,0,0.013110823,0,0,0,0,0,12.142,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.486,0.033,0.233,0.144,0.282,,0.097,,,0.321,10.08294945,,,281,,,0.501,0.203,0.236,0.145,0.375,0.279,0.201,13.3809099,16.94915254,0
1846,209a7d7,a,bd5a09a,963485,138724,38.144,1363,83958,510257,33.28,0.552919216,0.133268784,0.234625328,0.001307633,0.056328046,0.000199639,0.017468382,0.003882972,6.875,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.491,0.045,0.157,0.041,0.179,0.131,0.081,0.08,0.169,0.19,10.81545422,1.8,4.05,225,969,709,0.514,0.233,0.153,0.125125125,0.203203203,0.207207207,0.464464464,10.98213987,7.339610067,324
1847,d46f1ff,a,f723d72,33566,3342,25.745,646,54693,138542,26.615,0.950841664,0.005336169,0.017658048,0.001699227,0.010394101,0,0.013673311,0.00039748,7.319,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.527,0.033,0.101,0.035,0.302,0.184,0.088,0.07,0.106,0.23,10.13206927,,7.99,265,1659,979,0.497,0.243,0.165,0.080321285,0.355421687,0.31626506,0.247991968,10.9635252,10.30089455,42
1848,cb75935,a,408e6ed,53478,7835,33.145,984,60278,333467,30.039,0.796869247,0.003483038,0.123568223,0.04975768,0.007165106,0.001184233,0.017673928,0.000298546,5.356,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Recreation,0.551,0.035,0.221,0.123,0.172,0.174,0.056,0.08,0.213,0.132,10.74902625,3.9,20.85,178,1209,970,0.495,0.194,0.135,0.053212851,0.1937751,0.322289157,0.430722892,10.76832456,6.516216913,20
1849,695b0f5,a,408e6ed,649319,151606,50.424,961,53636,273896,29.238,0.531959153,0.093080659,0.30919062,0.005553786,0.034765905,0.000995302,0.022175332,0.002279242,12.831,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.557,0.037,0.223,0.095,0.169,0.196,0.063,0.09,0.218,0.139,13.2655964,7.3,8.13,209,1530,849,0.503,0.21,0.107,0.139303483,0.177114428,0.234825871,0.448756219,14.14123506,6.705615152,3375
1850,e5acf8b,a,c79e512,275417,37240,33.478,1022,66232,244394,30.171,0.766441745,0.051961813,0.096436247,0.003818663,0.04148548,0.00019993,0.038756435,0.000899685,7.483,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.509,0.059,0.116,0.039,0.265,0.176,0.085,0.069,0.192,0.215,10.15424121,1.7,8.32,220,1520,1590,0.496,0.207,0.155,0.088176353,0.309619238,0.279559118,0.322645291,9.931968778,8.667900024,460
1851,6412a79,b,9759812,232874,23431,29.916,1175,68619,255357,31.959,0.591245838,0.29347837,0.05056938,0.002009578,0.032253227,0.001089771,0.0266644,0.002689435,8.116,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.502,0.053,0.151,0.055,0.285,0.159,0.096,0.089,0.156,0.214,11.79701883,5.5,8.21,253,2400,1290,0.513,0.249,0.112,0.089267803,0.265797392,0.35005015,0.294884654,12.4108014,6.987268267,1934
1852,d557645,a,c47295b,15023,999,21.088,607,41483,140458,21.372,0.461120506,0.001591002,0.050992125,0.463972303,0.007404665,0.001801135,0.011607313,0.001510952,21.655,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Mining-dependent,0.366,0.08,0.274,0.15,0.253,0.098,0.102,0.069,0.074,0.268,9.106092042,,47.43,175,1239,1490,0.504,0.322,0.12,0.163490471,0.313941825,0.334002006,0.188565697,15.13828239,7.95730228,1
1853,da7f03d,b,7c920dc,52033,5692,23.587,683,40065,107866,35.772,0.960966899,0.003349442,0.009866729,0.004257423,0.002935806,0.000403547,0.018220155,0,12.952,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.479,0.079,0.17,0.053,0.335,0.254,0.115,0.08,0.167,0.283,10.30231725,,17.85,247,5260,1850,0.506,0.209,0.176,0.120361083,0.415245737,0.310932798,0.153460381,9.865131228,11.5352125,120
1854,2477bb3,b,408e6ed,47219,4467,29.105,712,40423,157696,29.46,0.779187461,0.051470146,0.130479226,0.013088008,0.006804562,0.000591265,0.01587397,0.002505361,14.137,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Federal/State government-dependent,0.317,0.082,0.203,0.104,0.226,0.272,0.085,0.089,0.134,0.191,12.58757771,4.57,12.72,256,3680,2150,0.419,0.172,0.191,0.131868132,0.390609391,0.325674326,0.151848152,8.202897927,11.66921437,60
1855,178ab3f,a,be99678,23286,2608,29.317,589,45695,131801,26.091,0.715462277,0.001581539,0.261063311,0.004724723,0.003362013,0.000298404,0.012811459,0.000696275,12.543,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Farm-dependent,0.488,0.034,0.299,0.115,0.299,0.132,0.1,0.081,0.096,0.237,10.5489252,,28.97,253,1550,1220,0.496,0.327,0.132,0.201789264,0.269383698,0.349900596,0.178926441,15.09225406,8.375138169,18
1856,f097c91,a,533155c,6326,837,27.251,530,48217,88547,24.347,0.962239882,0.003659351,0.018526089,0.005912794,0.006999631,0,0.002662253,0,5.205,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Nonspecialized,0.592,0.033,0.148,0.076,0.292,0.142,0.107,0.07,0.125,0.283,11.16534713,,29.16,257,2120,1269,0.492,0.218,0.216,0.05,0.342,0.35,0.258,14.4559174,13.66163622,3
1857,a751703,a,429dafa,117450,15186,30.816,637,41702,106619,30.96,0.729153355,0.204502796,0.034744409,0.001886981,0.008626198,9.98E-05,0.020786741,0.000199681,16.621,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.398,0.07,0.197,0.037,0.318,0.245,0.133,0.089,0.115,0.331,12.99871636,12,17.54,367,1910,1560,0.517,0.22,0.154,0.190571715,0.317953862,0.316950853,0.174523571,11.15428215,12.34845666,369
1858,b63041f,b,26926ff,7662,871,27.077,606,37758,56761,26.116,0.621093789,0.075974745,0.245588837,0.018362808,0.002304079,0.00118695,0.035488794,0,18.668,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Farm-dependent,0.429,0.047,0.306,0.118,0.335,0.175,0.121,0.08,,0.327,9.796020961,,31.81,303,2690,2010,0.501,0.245,0.179,0.235119048,0.358134921,0.240079365,0.166666667,13.34641806,13.60811253,6
1859,95d1d99,a,105ac14,87123,9747,26.528,618,44578,104688,28.697,0.951621365,0.017838045,0.011673427,0.00050447,0.004752104,0.000100894,0.013207014,0.000302682,11.062,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.471,0.052,0.16,0.077,0.319,0.195,0.118,0.07,0.112,0.267,13.69998333,4.1,18.29,271,2289,1679,0.514,0.216,0.178,0.123,0.448,0.229,0.2,12.00464993,11.34859524,144
1860,1dae81f,a,8af7339,9163,1250,28.406,506,39399,129399,28.38,0.910969761,0.010383851,0.030037924,0.01515942,0.005166844,0.01456749,0.01371471,0,9.467,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Federal/State government-dependent,0.569,0.04,0.239,0.106,0.277,0.29,0.081,0.101,0.179,0.262,10.8436523,,23.12,260,1329,1019,0.466,0.17,0.201,0.092,0.385,0.356,0.167,9.076990376,12.57655293,6
1861,81ebdcb,b,105ac14,134418,16778,28.386,593,39636,88310,28.911,0.924034198,0.040439855,0.009997603,0.000808997,0.001987535,0.001797771,0.020634413,0.000299628,14.27,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.434,0.078,0.159,0.058,0.346,0.245,0.129,0.1,0.176,0.343,13.66473819,2.37,21.73,323,1840,2059,0.505,0.2,0.185,0.131343284,0.500497512,0.227860697,0.140298507,10.68922869,12.95484005,410
1862,2d9615b,b,429dafa,37804,4298,25.071,598,36444,93350,26.554,0.832475232,0.130534756,0.01529587,0.004478791,0.003119158,0.000599838,0.013396383,1.00E-04,15.944,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.419,0.078,0.223,0.053,0.34,0.285,0.137,0.1,0.109,0.383,12.80909347,4.2,30.53,317,2960,1900,0.513,0.227,0.191,0.203203203,0.333333333,0.321321321,0.142142142,11.25718438,13.0012552,61
1863,15b6365,a,930f257,5831,575,23.447,420,39849,48560,29.32,0.688541948,0.032273531,0.250007492,0.003366196,0.009719018,0,0.015592381,0.000499436,16.039,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Farm-dependent,0.449,0.035,0.304,0.141,0.296,,0.117,0.08,,0.278,9.562099194,,,337,1949,2949,0.473,0.201,0.214,0.28256513,0.324649299,0.244488978,0.148296593,9.345794393,11.07649706,5
1864,db1a923,a,6f7cad6,3118535,432100,42.164,1548,76509,548092,33.659,0.42063349,0.015566775,0.344793044,0.001993429,0.187853107,0.002894979,0.024662419,0.001602757,9.06,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.505,0.044,0.237,0.078,0.208,0.109,0.076,0.06,0.173,0.159,7.655172389,1.4,6.12,205,979,1060,0.506,0.235,0.128,0.157314629,0.176352705,0.289579158,0.376753507,12.3054943,6.280389591,2457
1865,8ffd343,a,f723d72,40138,4989,26.346,636,44422,97337,28.592,0.88320132,0.054992502,0.028985799,0.001117161,0.006290321,0,0.025211606,0.00020129,12.682,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.51,0.048,0.113,0.033,0.323,0.206,0.127,0.08,0.192,0.27,10.63837007,,13.13,274,1489,1549,0.513,0.232,0.186,0.084745763,0.356929212,0.357926221,0.200398804,11.63138978,11.35682907,102
1866,8.08E+271,a,d897010,784485,163624,55.017,1068,53976,353052,33.471,0.320040787,0.388119683,0.215583169,0.001399566,0.048524957,0.000399876,0.0154852,0.010446762,14.213,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.471,0.069,0.234,0.057,0.266,0.148,0.098,0.1,0.148,0.27,10.92037522,14.8,6.39,255,1110,1180,0.515,0.245,0.121,0.159,0.287,0.229,0.325,12.71654322,7.5858587,94
1867,28a5c6f,b,bf46354,67462,7891,32.491,622,35409,86925,32.903,0.553292641,0.405875639,0.018917175,0.002679768,0.005607662,0,0.013527865,9.93E-05,19.02,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.442,0.08,0.231,0.075,0.354,0.235,0.148,0.129,0.094,0.326,12.01359772,10.68,30.87,347,3859,1840,0.525,0.236,0.157,0.191808192,0.364635365,0.273726274,0.16983017,10.8888102,11.67079792,19
1868,aba5c69,a,a972798,182416,28663,36.865,715,43046,115709,31.182,0.845246551,0.090587141,0.024329975,0.001900779,0.010774418,0.000910373,0.025040267,0.001210496,12.321,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.509,0.043,0.19,0.07,0.333,0.25,0.128,0.09,0.148,0.277,14.26060153,4,9.58,266,1549,1029,0.515,0.22,0.148,0.099700897,0.345962114,0.315054835,0.239282154,12.34018472,10.38421599,608
1869,ce67c9b,a,a8981de,23343,2042,26.82,592,33451,76049,27.626,0.483655764,0.410430794,0.042271639,0.05796769,0.002203829,0,0.003470283,0,20.303,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.348,0.061,0.307,0.112,0.373,0.266,0.163,0.131,0.115,0.36,12.47601405,11.4,27.55,379,5839,11639,0.478,0.291,0.14,0.244244244,0.353353353,0.284284284,0.118118118,13.24936259,12.90069516,9
1870,4664a11,a,56f170e,31846,3757,28.961,630,42703,94554,29.579,0.953980714,0.009441662,0.015134874,0.000302294,0.007910037,0.000100765,0.012928124,0.00020153,13.74,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.459,0.048,0.178,0.061,0.318,0.308,0.098,0.08,,0.318,13.42977626,,19.97,367,6320,3160,0.502,0.229,0.145,0.108324975,0.489468405,0.266800401,0.135406219,11.22886702,9.841029523,67
1871,be0b559,a,f723d72,47916,5771,26.278,620,50498,110043,29.293,0.916493322,0.027534091,0.028900747,0.004089918,0.006742838,0,0.016239084,0,10.94,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.51,0.051,0.106,0.032,0.303,0.275,0.109,0.07,0.235,0.271,11.67720421,,12.95,327,1859,1799,0.512,0.231,0.179,0.084915085,0.363636364,0.355644356,0.195804196,12.32991417,11.78563952,151
1872,f5d7ba7,b,930f257,11967,1140,32.146,469,26671,42095,36.85,0.063678115,0.004313099,0.930001997,0.000698882,0,0,0.001307907,0,29.584,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.322,0.122,0.375,0.13,0.29,,0.093,0.1,,0.275,8.494868919,,19.9,285,6180,3939,0.504,0.309,0.123,0.395604396,0.272727273,0.240759241,0.090909091,16.6920199,7.893763105,0
